Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
106290,Indigo,6E-676,Bangalore,Night,zero,Night,Kolkata,Economy,2.67,27,3393.0
106291,Air_India,AI-748,Bangalore,Late_Night,zero,Early_Morning,Kolkata,Economy,2.58,27,3393.0
106292,AirAsia,I5-1576,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.33,27,3393.0
106293,AirAsia,I5-1228,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.83,27,3393.0
106294,AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.75,27,3393.0
106295,AirAsia,I5-1780,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,27,3393.0
106296,AirAsia,I5-1562,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.5,27,3393.0
106297,AirAsia,I5-741,Bangalore,Morning,one,Evening,Kolkata,Economy,8.17,27,3393.0
106298,AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.75,27,3393.0
106299,AirAsia,I5-2461,Bangalore,Evening,one,Late_Night,Kolkata,Economy,10.0,27,3393.0
106300,AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,11.75,27,3393.0
106301,AirAsia,I5-741,Bangalore,Morning,one,Night,Kolkata,Economy,11.83,27,3393.0
106302,AirAsia,I5-1530,Bangalore,Afternoon,one,Late_Night,Kolkata,Economy,12.17,27,3393.0
106303,AirAsia,I5-1564,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.83,27,3393.0
106304,AirAsia,I5-1528,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.33,27,3393.0
106305,Air_India,AI-9517,Bangalore,Evening,one,Morning,Kolkata,Economy,13.25,27,3489.0
106306,Air_India,AI-9876,Bangalore,Afternoon,one,Morning,Kolkata,Economy,16.83,27,3489.0
106307,SpiceJet,SG-517,Bangalore,Evening,zero,Evening,Kolkata,Economy,2.5,27,3916.0
106308,SpiceJet,SG-401,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.58,27,3916.0
106309,Air_India,AI-573,Bangalore,Afternoon,one,Evening,Kolkata,Economy,4.75,27,3597.0
106310,GO_FIRST,G8-7559,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.5,27,3845.0
106311,AirAsia,I5-1426,Bangalore,Afternoon,two_or_more,Night,Kolkata,Economy,10.33,27,3845.0
106312,Indigo,6E-684,Bangalore,Night,one,Early_Morning,Kolkata,Economy,10.0,27,3867.0
106313,Indigo,6E-6572,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.5,27,3912.0
106314,Indigo,6E-684,Bangalore,Night,one,Morning,Kolkata,Economy,11.33,27,3909.0
106315,GO_FIRST,G8-510,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.0,27,3943.0
106316,GO_FIRST,G8-518,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.08,27,3943.0
106317,GO_FIRST,G8-518,Bangalore,Night,one,Afternoon,Kolkata,Economy,13.67,27,3943.0
106318,Indigo,6E-246,Bangalore,Morning,one,Afternoon,Kolkata,Economy,5.83,27,3962.0
106319,Indigo,6E-959,Bangalore,Afternoon,one,Night,Kolkata,Economy,8.0,27,3962.0
