Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
27870,Vistara,UK-941,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,44,7221.0
27871,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.92,44,7221.0
27872,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.17,44,7221.0
27873,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.17,44,7221.0
27874,Air_India,AI-803,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.42,44,6946.0
27875,Air_India,AI-502,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.83,44,6946.0
27876,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Kolkata,Economy,26.17,44,6946.0
27877,Air_India,AI-469,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.83,44,7249.0
27878,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,44,7336.0
27879,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.25,44,7336.0
27880,Air_India,AI-504,Delhi,Night,one,Morning,Kolkata,Economy,11.08,44,7366.0
27881,Air_India,AI-807,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,44,7366.0
27882,Air_India,AI-506,Delhi,Morning,one,Morning,Kolkata,Economy,22.58,44,7366.0
27883,SpiceJet,SG-8903,Delhi,Morning,one,Morning,Kolkata,Economy,25.25,44,8050.0
27884,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.92,44,7790.0
27885,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,44,8366.0
27886,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,44,8011.0
27887,SpiceJet,SG-8187,Delhi,Afternoon,one,Morning,Kolkata,Economy,21.5,44,8050.0
27888,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.17,44,
27889,SpiceJet,SG-8941,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.92,44,8397.0
27890,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.42,44,9349.0
27891,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,44,9349.0
27892,Vistara,UK-899,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,18.92,44,9349.0
27893,Vistara,UK-871,Delhi,Night,two_or_more,Evening,Kolkata,Economy,20.33,44,9349.0
27894,Indigo,6E-2329,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,44,9861.0
27895,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.92,44,10418.0
27896,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,44,10418.0
27897,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,44,16934.0
27898,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,44,18026.0
27899,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,45,2482.0
