Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
109380,AirAsia,I5-1321,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,48,3393.0
109381,AirAsia,I5-1562,Bangalore,Afternoon,one,Evening,Kolkata,Economy,3.67,48,3185.0
109382,GO_FIRST,G8-791,Bangalore,Evening,zero,Night,Kolkata,Economy,2.33,48,3393.0
109383,AirAsia,I5-592,Bangalore,Evening,zero,Evening,Kolkata,Economy,2.42,48,3393.0
109384,Indigo,6E-6339,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.5,48,3393.0
109385,GO_FIRST,G8-790,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.5,48,3393.0
109386,Indigo,6E-172,Bangalore,Afternoon,zero,Afternoon,Kolkata,Economy,2.58,48,3393.0
109387,Indigo,6E-676,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,48,3393.0
109388,Indigo,6E-975,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.58,48,3393.0
109389,Indigo,6E-952,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.58,48,3393.0
109390,Indigo,6E-6572,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.67,48,3393.0
109391,Indigo,6E-201,Bangalore,Evening,zero,Night,Kolkata,Economy,2.67,48,3393.0
109392,SpiceJet,SG-401,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,3.17,48,3393.0
109393,AirAsia,I5-410,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,4.67,48,3393.0
109394,Indigo,6E-6798,Bangalore,Evening,one,Night,Kolkata,Economy,4.67,48,3393.0
109395,Indigo,6E-6017,Bangalore,Evening,one,Night,Kolkata,Economy,5.17,48,3393.0
109396,AirAsia,I5-1576,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.25,48,3393.0
109397,Indigo,6E-6012,Bangalore,Afternoon,one,Night,Kolkata,Economy,5.33,48,3393.0
109398,Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,5.5,48,3393.0
109399,AirAsia,I5-1530,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.83,48,3393.0
109400,Indigo,6E-356,Bangalore,Evening,one,Night,Kolkata,Economy,6.08,48,3393.0
109401,AirAsia,I5-736,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.42,48,3393.0
109402,Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,6.42,48,3393.0
109403,AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.67,48,3393.0
109404,Indigo,6E-6212,Bangalore,Morning,one,Evening,Kolkata,Economy,6.67,48,3393.0
109405,AirAsia,I5-1780,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,48,3393.0
109406,Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.25,48,3393.0
109407,Indigo,6E-6012,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.33,48,3393.0
109408,Indigo,6E-442,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,7.67,48,3393.0
109409,Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.92,48,3393.0
