Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
193890,Air_India,AI-672,Chennai,Evening,two_or_more,Morning,Bangalore,Economy,16.83,2,24471.0
193891,Air_India,AI-672,Chennai,Evening,two_or_more,Late_Night,Bangalore,Economy,32.08,2,24471.0
193892,Air_India,AI-538,Chennai,Night,one,Evening,Bangalore,Economy,22.17,2,25427.0
193893,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Bangalore,Economy,10.08,2,25833.0
193894,Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,Economy,10.17,2,27513.0
193895,Air_India,AI-672,Chennai,Evening,two_or_more,Night,Bangalore,Economy,30.17,2,28721.0
193896,Air_India,AI-672,Chennai,Evening,two_or_more,Night,Bangalore,Economy,30.42,2,29036.0
193897,Air_India,AI-672,Chennai,Evening,two_or_more,Night,Bangalore,Economy,30.42,2,29351.0
193898,Air_India,AI-672,Chennai,Evening,two_or_more,Evening,Bangalore,Economy,26.42,2,29508.0
193899,Air_India,AI-672,Chennai,Evening,two_or_more,Night,Bangalore,Economy,28.92,2,29823.0
193900,Air_India,AI-9894,Chennai,Morning,one,Evening,Bangalore,Economy,34.0,2,29928.0
193901,Air_India,AI-429,Chennai,Afternoon,two_or_more,Evening,Bangalore,Economy,29.17,2,31398.0
193902,SpiceJet,SG-4010,Chennai,Morning,zero,Morning,Bangalore,Economy,1.33,3,3361.0
193903,AirAsia,I5-5205,Chennai,Afternoon,zero,Evening,Bangalore,Economy,1.0,3,3363.0
193904,AirAsia,I5-1229,Chennai,Evening,zero,Evening,Bangalore,Economy,0.92,3,3573.0
193905,Indigo,6E-605,Chennai,Afternoon,zero,Afternoon,Bangalore,Economy,1.08,3,4255.0
193906,Indigo,6E-6137,Chennai,Morning,zero,Morning,Bangalore,Economy,1.08,3,4675.0
193907,Indigo,6E-7587,Chennai,Afternoon,one,Night,Bangalore,Economy,6.75,3,6670.0
193908,Indigo,6E-365,Chennai,Evening,one,Night,Bangalore,Economy,5.08,3,7352.0
193909,Indigo,6E-847,Chennai,Evening,zero,Evening,Bangalore,Economy,1.08,3,9557.0
193910,GO_FIRST,G8-305,Chennai,Morning,one,Evening,Bangalore,Economy,8.17,3,12078.0
193911,Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Economy,13.75,3,13032.0
193912,Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Economy,14.75,3,13032.0
193913,Vistara,UK-838,Chennai,Night,one,Evening,Bangalore,Economy,19.92,3,13032.0
193914,Vistara,UK-838,Chennai,Night,one,Evening,Bangalore,Economy,21.75,3,13032.0
193915,Vistara,UK-838,Chennai,Night,one,Night,Bangalore,Economy,23.33,3,13032.0
193916,Vistara,UK-838,Chennai,Night,one,Night,Bangalore,Economy,25.58,3,13032.0
193917,Vistara,UK-822,Chennai,Morning,one,Morning,Bangalore,Economy,25.0,3,13443.0
193918,Air_India,AI-429,Chennai,Afternoon,two_or_more,Evening,Bangalore,Economy,29.17,3,13128.0
193919,Air_India,AI-569,Chennai,Early_Morning,two_or_more,Morning,Bangalore,Economy,28.42,3,13653.0
