Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
60810,Air_India,AI-601,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,27.92,45,8851.0
60811,Air_India,AI-669,Mumbai,Morning,two_or_more,Afternoon,Bangalore,Economy,24.5,45,9051.0
60812,Air_India,AI-601,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,18.92,45,9271.0
60813,Air_India,AI-637,Mumbai,Evening,two_or_more,Morning,Bangalore,Economy,15.17,45,9592.0
60814,Air_India,AI-637,Mumbai,Evening,two_or_more,Afternoon,Bangalore,Economy,18.75,45,10012.0
60815,Vistara,UK-621,Mumbai,Afternoon,one,Night,Bangalore,Economy,31.08,45,12118.0
60816,Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.67,46,2074.0
60817,Vistara,UK-853,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.75,46,2074.0
60818,Vistara,UK-849,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,46,2074.0
60819,Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,46,2074.0
60820,Vistara,UK-845,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.83,46,2074.0
60821,Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Economy,1.83,46,2074.0
60822,Vistara,UK-857,Mumbai,Night,zero,Night,Bangalore,Economy,1.83,46,2074.0
60823,AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,3.67,46,2074.0
60824,AirAsia,I5-423,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.5,46,2074.0
60825,AirAsia,I5-471,Mumbai,Night,one,Morning,Bangalore,Economy,8.83,46,2074.0
60826,AirAsia,I5-423,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,9.17,46,2074.0
60827,AirAsia,I5-330,Mumbai,Night,one,Morning,Bangalore,Economy,11.75,46,2074.0
60828,AirAsia,I5-330,Mumbai,Night,one,Afternoon,Bangalore,Economy,13.5,46,2074.0
60829,AirAsia,I5-620,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.17,46,2074.0
60830,AirAsia,I5-767,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,16.92,46,2074.0
60831,Indigo,6E-5352,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.58,46,2124.0
60832,GO_FIRST,G8-317,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.67,46,2124.0
60833,AirAsia,I5-942,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,46,2124.0
60834,Indigo,6E-5338,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.75,46,2124.0
60835,Indigo,6E-6478,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.75,46,2124.0
60836,Indigo,6E-219,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.75,46,2124.0
60837,Indigo,6E-236,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,46,2124.0
60838,AirAsia,I5-338,Mumbai,Night,zero,Night,Bangalore,Economy,1.75,46,2124.0
60839,Indigo,6E-825,Mumbai,Night,zero,Late_Night,Bangalore,Economy,1.75,46,2124.0
