Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
199530,Air_India,AI-430,Chennai,Morning,one,Morning,Kolkata,Economy,23.08,19,5624.0
199531,Air_India,AI-569,Chennai,Early_Morning,one,Night,Kolkata,Economy,17.33,19,5665.0
199532,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.67,19,6147.0
199533,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Economy,16.17,19,6044.0
199534,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Economy,7.33,19,6672.0
199535,Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Economy,12.0,19,6672.0
199536,Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Economy,21.83,19,6672.0
199537,Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Economy,22.83,19,6672.0
199538,Indigo,6E-5367,Chennai,Evening,one,Late_Night,Kolkata,Economy,8.25,19,6412.0
199539,Indigo,6E-126,Chennai,Evening,one,Late_Night,Kolkata,Economy,9.17,19,6412.0
199540,Air_India,AI-9894,Chennai,Morning,one,Morning,Kolkata,Economy,23.58,19,6450.0
199541,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Economy,8.83,19,6882.0
199542,Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Economy,16.0,19,6569.0
199543,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,19,6713.0
199544,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,7.08,19,7081.0
199545,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Economy,9.83,19,7081.0
199546,Indigo,6E-848,Chennai,Evening,one,Late_Night,Kolkata,Economy,6.25,19,6869.0
199547,Indigo,6E-2685,Chennai,Morning,two_or_more,Evening,Kolkata,Economy,8.33,19,6869.0
199548,GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Kolkata,Economy,9.83,19,6985.0
199549,GO_FIRST,G8-302,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.5,19,6985.0
199550,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,7.42,19,7344.0
199551,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,10.17,19,7344.0
199552,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.92,19,7344.0
199553,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Economy,21.17,19,7344.0
199554,Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Economy,23.92,19,7344.0
199555,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,Economy,26.67,19,7344.0
199556,Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Economy,13.17,19,7659.0
199557,Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Economy,23.42,19,7659.0
199558,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,28.33,19,7764.0
199559,AirAsia,I5-319,Chennai,Morning,zero,Afternoon,Kolkata,Economy,2.33,19,7456.0
