Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
215910,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Business,2.08,3,29096.0
215911,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.17,3,29096.0
215912,Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Business,2.25,3,29096.0
215913,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Business,2.33,3,29096.0
215914,Air_India,AI-473,Delhi,Evening,one,Afternoon,Kolkata,Business,17.83,3,37128.0
215915,Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Business,25.5,3,37128.0
215916,Vistara,UK-641,Delhi,Afternoon,one,Night,Kolkata,Business,7.08,3,37529.0
215917,Vistara,UK-705,Delhi,Early_Morning,one,Night,Kolkata,Business,14.25,3,37529.0
215918,Vistara,UK-705,Delhi,Early_Morning,one,Morning,Kolkata,Business,3.08,3,38056.0
215919,Air_India,AI-879,Delhi,Morning,one,Evening,Kolkata,Business,5.42,3,38300.0
215920,Vistara,UK-707,Delhi,Evening,one,Night,Kolkata,Business,3.25,3,39736.0
215921,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Business,10.67,3,45032.0
215922,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Business,14.83,3,45032.0
215923,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Business,22.33,3,45032.0
215924,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Business,No,3,45032.0
215925,Air_India,AI-540,Delhi,Night,one,Morning,Kolkata,Business,12.92,3,51474.0
215926,Air_India,AI-537,Delhi,Evening,one,Morning,Kolkata,Business,17.33,3,51474.0
215927,Air_India,AI-429,Delhi,Morning,one,Morning,Kolkata,Business,23.75,3,51474.0
215928,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Kolkata,Business,27.5,3,51474.0
215929,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Business,29.17,3,54482.0
215930,Vistara,UK-951,Delhi,Afternoon,one,Morning,Kolkata,Business,19.33,3,56793.0
215931,Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Business,26.5,3,56793.0
215932,Air_India,AI-805,Delhi,Evening,one,Night,Kolkata,Business,27.67,3,56670.0
215933,Air_India,AI-624,Delhi,Evening,one,Night,Kolkata,Business,28.67,3,56670.0
215934,Air_India,AI-441,Delhi,Evening,one,Night,Kolkata,Business,29.83,3,56670.0
215935,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Business,5.67,3,57790.0
215936,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Business,9.17,3,57790.0
215937,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Business,15.67,3,57790.0
215938,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Business,16.67,3,57790.0
215939,Air_India,AI-504,Delhi,Night,one,Early_Morning,Kolkata,Business,8.0,3,58525.0
