Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
30240,AirAsia,I5-713,Delhi,Evening,one,Night,Hyderabad,Economy,3.83,14,5956.0
30241,SpiceJet,SG-8941,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.92,14,6060.0
30242,Indigo,6E-2247,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.08,14,6165.0
30243,Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,14,6165.0
30244,Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,14,6533.0
30245,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,14,6375.0
30246,Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.17,14,6375.0
30247,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,14,6375.0
30248,Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.0,14,8433.0
30249,Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Economy,11.17,14,8433.0
30250,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.0,14,8433.0
30251,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.83,14,8433.0
30252,Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.08,14,8433.0
30253,Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Economy,14.42,14,8433.0
30254,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,14,8433.0
30255,Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Economy,15.58,14,8433.0
30256,Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,14,8433.0
30257,Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Economy,16.42,14,8433.0
30258,Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,14,8433.0
30259,Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,17.5,14,8433.0
30260,Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,14,8433.0
30261,Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,19.0,14,8433.0
30262,Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.5,14,8433.0
30263,Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,14,8433.0
30264,Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,14,8433.0
30265,Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,22.33,14,8433.0
30266,Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,23.0,14,8433.0
30267,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.33,14,8278.0
30268,Air_India,AI-483,Delhi,Evening,one,Evening,Hyderabad,Economy,25.08,14,8278.0
30269,Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Economy,25.58,14,8318.0
