Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
44160,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,8.17,8,12138.0
44161,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,11.42,8,12138.0
44162,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,12.5,8,12138.0
44163,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,Economy,12.67,8,12138.0
44164,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,13.33,8,12138.0
44165,Vistara,UK-851,Mumbai,Early_Morning,one,Night,Delhi,Economy,13.5,8,12138.0
44166,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,Economy,13.67,8,12138.0
44167,GO_FIRST,G8-317,Mumbai,Early_Morning,two_or_more,Night,Delhi,Economy,14.25,8,12033.0
44168,Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,8,12138.0
44169,Air_India,AI-607,Mumbai,Evening,one,Night,Delhi,Economy,7.17,8,12138.0
44170,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,11.08,8,12138.0
44171,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,8,12138.0
44172,Air_India,AI-607,Mumbai,Evening,one,Morning,Delhi,Economy,16.17,8,12138.0
44173,Air_India,AI-643,Mumbai,Afternoon,one,Evening,Delhi,Economy,26.17,8,12138.0
44174,SpiceJet,SG-343,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,8,12218.0
44175,GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,7.0,8,12611.0
44176,Air_India,AI-649,Mumbai,Early_Morning,one,Late_Night,Delhi,Economy,17.08,8,12728.0
44177,Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Economy,24.67,8,12728.0
44178,Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,8,13083.0
44179,Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,8,12768.0
44180,Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,13.0,8,12799.0
44181,Vistara,UK-827,Mumbai,Night,one,Afternoon,Delhi,Economy,16.5,8,13398.0
44182,Vistara,UK-823,Mumbai,Evening,one,Afternoon,Delhi,Economy,19.67,8,13398.0
44183,Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,8,13429.0
44184,Vistara,UK-823,Mumbai,Evening,one,Night,Delhi,Economy,6.08,8,13818.0
44185,Vistara,UK-821,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.17,8,13923.0
44186,Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,8,13796.0
44187,GO_FIRST,G8-287,Mumbai,Morning,one,Evening,Delhi,Economy,7.25,8,13801.0
44188,Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,8,13818.0
44189,AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,8,13840.0
