Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
292620,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,37,49553.0
292621,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.92,37,49553.0
292622,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,37,49553.0
292623,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.67,37,49553.0
292624,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.08,37,49553.0
292625,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,10.08,37,49553.0
292626,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.33,37,49553.0
292627,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,37,49553.0
292628,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,11.83,37,49553.0
292629,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,37,49553.0
292630,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,12.75,37,49553.0
292631,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.83,37,49553.0
292632,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,37,49553.0
292633,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,14.92,37,49553.0
292634,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,37,49553.0
292635,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,37,49553.0
292636,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,16.0,37,49553.0
292637,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,37,49553.0
292638,Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Business,16.5,37,49553.0
292639,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,17.17,37,49553.0
292640,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,18.25,37,49553.0
292641,Air_India,AI-539,Chennai,Evening,one,Afternoon,Mumbai,Business,19.83,37,49553.0
292642,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,21.67,37,49553.0
292643,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,37,49553.0
292644,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,25.0,37,49553.0
292645,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,27.0,37,49553.0
292646,Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Business,8.75,37,51057.0
292647,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,7.08,37,56273.0
292648,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,37,56273.0
292649,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,16.92,37,56273.0
