Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
230580,Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Business,8.25,8,87872.0
230581,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,11.67,8,87872.0
230582,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,13.92,8,87872.0
230583,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,14.58,8,87872.0
230584,Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Business,10.08,8,95309.0
230585,Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,Business,1.67,9,20684.0
230586,Vistara,UK-853,Mumbai,Afternoon,zero,Evening,Bangalore,Business,1.75,9,20684.0
230587,Vistara,UK-849,Mumbai,Evening,zero,Evening,Bangalore,Business,1.75,9,20684.0
230588,Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Business,1.75,9,20684.0
230589,Vistara,UK-845,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Business,1.83,9,20684.0
230590,Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Business,1.83,9,20684.0
230591,Vistara,UK-857,Mumbai,Night,zero,Night,Bangalore,Business,1.83,9,20684.0
230592,Air_India,AI-639,Mumbai,Morning,zero,Morning,Bangalore,Business,1.67,9,20684.0
230593,Air_India,AI-619,Mumbai,Night,one,Afternoon,Bangalore,Business,18.08,9,29094.0
230594,Air_India,AI-669,Mumbai,Morning,one,Afternoon,Bangalore,Business,26.33,9,39547.0
230595,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.25,9,48213.0
230596,Vistara,UK-651,Mumbai,Evening,one,Evening,Bangalore,Business,26.17,9,48213.0
230597,Vistara,UK-954,Mumbai,Early_Morning,one,Morning,Bangalore,Business,5.83,9,54608.0
230598,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.0,9,54608.0
230599,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.83,9,54608.0
230600,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,Business,14.42,9,54608.0
230601,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,Business,16.67,9,54608.0
230602,Air_India,AI-809,Mumbai,Morning,one,Evening,Bangalore,Business,6.25,9,54608.0
230603,Air_India,AI-687,Mumbai,Afternoon,one,Late_Night,Bangalore,Business,8.17,9,54608.0
230604,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Bangalore,Business,8.25,9,54608.0
230605,Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,Business,8.58,9,54608.0
230606,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Bangalore,Business,9.17,9,54608.0
230607,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Bangalore,Business,9.25,9,54608.0
230608,Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Business,10.08,9,54608.0
230609,Air_India,AI-867,Mumbai,Night,one,Morning,Bangalore,Business,11.42,9,54608.0
