Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
222750,Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Business,15.08,15,60232.0
222751,Vistara,UK-943,Delhi,Early_Morning,one,Night,Chennai,Business,15.58,15,60232.0
222752,Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,16.83,15,60232.0
222753,Vistara,UK-977,Delhi,Evening,one,Evening,Chennai,Business,24.92,15,60232.0
222754,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,15,64801.0
222755,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13.0,15,65832.0
222756,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,16.0,15,65832.0
222757,Vistara,UK-985,Delhi,Evening,one,Evening,Chennai,Business,24.08,15,65832.0
222758,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Chennai,Business,6.08,15,65944.0
222759,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Chennai,Business,14.17,15,65944.0
222760,Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,15,66526.0
222761,Air_India,AI-624,Delhi,Evening,one,Morning,Chennai,Business,15.92,15,66526.0
222762,Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,Business,9.75,15,67601.0
222763,Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,Business,8.83,15,76684.0
222764,Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,15,92633.0
222765,Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.75,16,27864.0
222766,Vistara,UK-839,Delhi,Afternoon,zero,Evening,Chennai,Business,2.83,16,27864.0
222767,Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,16,27864.0
222768,Vistara,UK-835,Delhi,Evening,zero,Night,Chennai,Business,2.83,16,27864.0
222769,Air_India,AI-537,Delhi,Evening,zero,Evening,Chennai,Business,2.75,16,27864.0
222770,Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.83,16,27864.0
222771,Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,Business,2.83,16,27864.0
222772,Air_India,AI-540,Delhi,Night,zero,Night,Chennai,Business,2.92,16,27864.0
222773,Air_India,AI-805,Delhi,Evening,one,Early_Morning,Chennai,Business,11.33,16,45257.0
222774,Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,16,45257.0
222775,Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Business,13.33,16,45257.0
222776,Air_India,AI-441,Delhi,Evening,one,Early_Morning,Chennai,Business,13.5,16,45257.0
222777,Air_India,AI-805,Delhi,Evening,one,Morning,Chennai,Business,14.92,16,45257.0
222778,Air_India,AI-624,Delhi,Evening,one,Morning,Chennai,Business,15.92,16,45257.0
222779,Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Chennai,Business,16.83,16,45257.0
