Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
123390,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,15.0,25,6723.0
123391,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,17.42,25,6723.0
123392,Air_India,AI-424,Kolkata,Afternoon,one,Night,Delhi,Economy,9.58,25,6464.0
123393,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Delhi,Economy,19.92,25,6464.0
123394,GO_FIRST,G8-537,Kolkata,Evening,one,Night,Delhi,Economy,7.08,25,6488.0
123395,GO_FIRST,G8-792,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.08,25,6488.0
123396,GO_FIRST,G8-297,Kolkata,Morning,two_or_more,Evening,Delhi,Economy,8.25,25,6488.0
123397,GO_FIRST,G8-789,Kolkata,Morning,two_or_more,Night,Delhi,Economy,12.67,25,6488.0
123398,Indigo,6E-7264,Kolkata,Evening,one,Night,Delhi,Economy,5.25,25,6489.0
123399,Indigo,6E-856,Kolkata,Evening,one,Late_Night,Delhi,Economy,5.67,25,6489.0
123400,Indigo,6E-6339,Kolkata,Morning,one,Evening,Delhi,Economy,6.08,25,6489.0
123401,Indigo,6E-375,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.33,25,6489.0
123402,Indigo,6E-751,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.33,25,6489.0
123403,Indigo,6E-318,Kolkata,Late_Night,one,Morning,Delhi,Economy,6.42,25,6489.0
123404,Indigo,6E-6616,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.42,25,6489.0
123405,Indigo,6E-6087,Kolkata,Evening,one,Late_Night,Delhi,Economy,6.83,25,6489.0
123406,Indigo,6E-6965,Kolkata,Afternoon,one,Night,Delhi,Economy,6.92,25,6489.0
123407,Indigo,6E-811,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,25,6489.0
123408,Indigo,6E-6891,Kolkata,Morning,one,Evening,Delhi,Economy,7.42,25,6489.0
123409,Indigo,6E-417,Kolkata,Afternoon,one,Night,Delhi,Economy,7.42,25,6489.0
123410,Indigo,6E-294,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,25,6489.0
123411,Indigo,6E-6014,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,25,6489.0
123412,Indigo,6E-6749,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,25,6489.0
123413,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,13.08,25,7145.0
123414,Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Economy,23.17,25,7145.0
123415,Air_India,AI-765,Kolkata,Evening,one,Morning,Delhi,Economy,15.58,25,6809.0
123416,Air_India,AI-765,Kolkata,Evening,one,Afternoon,Delhi,Economy,19.75,25,6809.0
123417,Air_India,AI-765,Kolkata,Evening,one,Evening,Delhi,Economy,26.58,25,6809.0
123418,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Economy,9.33,25,7408.0
123419,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,16.08,25,7408.0
